Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,525467,519842,5625,945337,6059,397609,2440,0.989295,0.988938,0.4206,0.989117,,,1.52827573414,1.92721600422
INDEL,PASS,525467,519842,5625,945337,6059,397609,2440,0.989295,0.988938,0.4206,0.989117,,,1.52827573414,1.92721600422
SNP,ALL,3365126,3338776,26350,3975564,41484,594397,4186,0.99217,0.987731,0.149513,0.989945,2.10012756571,1.94744924353,1.58119585325,1.73840582207
SNP,PASS,3365126,3338776,26350,3975564,41484,594397,4186,0.99217,0.987731,0.149513,0.989945,2.10012756571,1.94744924353,1.58119585325,1.73840582207
