TP-base,TP-call,FP,FN,precision,recall,f1,base cnt,call cnt,TP-call_TP-gt,TP-call_FP-gt,TP-base_TP-gt,TP-base_FP-gt,gt_precision,gt_recall,gt_f1
 9365, 9365, 772, 276, 0.9238433461576403, 0.9713722642879369, 0.9470118313277378, 9641, 10137, 9084, 281, 9084, 281, 0.8961231133471441, 0.9705128205128205, 0.931835667025696
