TP-base,TP-call,FP,FN,precision,recall,f1,base cnt,call cnt,TP-call_TP-gt,TP-call_FP-gt,TP-base_TP-gt,TP-base_FP-gt,gt_precision,gt_recall,gt_f1
 210, 198, 8, 7, 0.9611650485436893, 0.967741935483871, 0.9644422795908426, 217, 218, 142, 56, 144, 66, 0.6893203883495146, 0.9536423841059603, 0.800219152350017
